id,x,y,sourceRadius,targetRadius,color,sourceX,targetX,sourceY,targetY,index,vy,vx
2732820,832.8275649361472,292.7879055829614,1,2,#d5ece6,300,900,300,300,5284,0.00030749455025781404,-0.005478206133254281
2732850,875.8747200776229,267.9403820590118,1,1,#d5ece6,300,900,300,300,5285,-0.0009017271651523078,-0.0062115506088798325
2732880,988.4826115943044,589.6590238212488,2,2,#d5ece6,300,900,300,600,5286,-0.0008188514666231758,0.005167774740797947
2732970,807.4597890573081,339.94994764251317,1,1,#d5ece6,300,900,300,300,5287,0.00388115677781901,-0.0037500335181705757
2733000,909.5558597541254,737.6481289417087,2,2,#d5ece6,300,900,300,900,5288,-0.009989878058120459,-0.00042328275381225896
2733210,777.1933113219034,841.1203546465957,1,1,#9ccadd,300,900,600,900,5289,-0.00773922520759537,-0.014040470571072135
2733270,786.5440014349007,762.5408471265135,2,2,#d5ece6,300,900,300,900,5290,-0.00948091686489225,-0.006269816612065556
2733300,854.2313031288115,236.73383019105128,1,1,#d5ece6,300,900,300,300,5291,-0.004619682631477862,-0.0023434178190841343
2733330,925.2049722955444,825.8168648054883,2,2,#d5ece6,300,900,300,900,5292,-0.006601160989753207,0.004270465278615981
2733390,921.0272624195916,372.7479413101698,1,1,#d5ece6,300,900,300,300,5293,0.006044367172680106,0.003183662927953373
2733420,1012.11518714358,821.7611622599771,1,1,#9ccadd,300,900,600,900,5294,-0.005922732456350004,0.002572270262270976
2733450,914.9069006243683,619.6509682981981,1,1,#d5ece6,300,900,300,600,5295,0.007049555427430879,-0.004162434681786857
2733480,859.2156710155629,358.33252850047097,1,1,#d5ece6,300,900,300,300,5296,0.004733720977608509,-0.002979015045146739
2733510,825.3853977871576,773.6401667204677,3,2,#d5ece6,300,900,300,900,5297,-0.009652159252717818,-0.004474517479212487
2733540,952.6663001520764,646.0061461447141,2,2,#d5ece6,300,900,300,600,5298,0.0035455338930603583,0.0029838623463706395
2733600,925.29833241453,847.0132086464149,1,1,#9ccadd,300,900,600,900,5299,0.012696251526842528,-0.011304308488740011
2733720,884.0268024028841,492.3388859445677,1,1,#d5ece6,300,900,300,600,5300,-0.004951542719991323,0.0005366418578949993
2733780,1032.4937383482197,822.426899272669,2,2,#9ccadd,300,900,600,900,5301,-0.004478772547950964,0.00918826188665355
2733790,924.3225479093718,526.6720613987325,1,2,#d5ece6,300,900,300,600,5302,-0.0019724189915119013,0.0037005162786108983
2733810,993.1657153701434,784.8124856770787,3,3,#d5ece6,300,900,300,900,5303,-0.012043626391764983,0.009875555489964334
2733840,990.1789868277375,938.8548283260228,4,4,#b394c9,300,900,900,900,5304,0.0017660733553954355,0.009183222923138482
2733870,828.7764764922966,791.8756616422518,1,1,#d5ece6,300,900,300,900,5305,-0.008433354187727045,-0.0062884786904621815
2733900,884.140496893879,239.2561589467774,1,1,#d5ece6,300,900,300,300,5306,-0.005016049525996487,-0.0008180630640410306
2738160,848.4539425453938,388.25668184478053,1,1,#d5ece6,300,900,300,300,5307,0.006732676941335106,-0.002315701305726081
2738190,782.0375489541916,641.2613508254428,2,2,#d5ece6,300,900,300,600,5308,0.0023616430455543217,-0.004686584501154139
2738280,914.4952935863894,394.4547295480188,1,1,#d5ece6,300,900,300,300,5309,0.005537004151311733,0.0024550991281910473
2738850,919.9217404924813,628.8007251309059,1,1,#d5ece6,300,900,300,600,5310,-0.008143270279574805,-0.01906804804666111
