id,diverse_1994,diverse_2016,total_1994,total_2016
4700900,-1,-1,6292,7544
4700930,0,0,697,876
4700960,-1,-1,1849,1676
4700990,-1,0,2683,3010
4701020,-1,0,7456,8434
4701050,0,0,3465,3927
4701080,0,1,3299,2795
4701110,-1,-1,2322,2554
4701140,-1,0,342,394
4701170,1,1,4495,3563
4701200,1,1,1051,1505
4701230,-1,-1,2264,2223
4701260,0,1,3482,3684
4701290,-1,0,5926,5635
4701390,-1,-1,641,565
4701400,0,0,2235,4069
4701410,0,0,4766,3952
4701440,-1,-1,3192,3504
4701470,-1,-1,6461,6895
4701500,-1,0,2584,2854
4701530,-1,-1,2505,2047
4701590,-1,1,24247,43325
4701620,-1,-1,1250,967
4701650,1,1,4881,3746
4701680,-1,-1,4062,3617
4701740,-1,-1,6516,6924
4701770,1,1,4068,3001
4701800,-1,0,3331,4040
4701830,-1,0,3691,3071
4701860,-1,-1,3181,3383
4701890,0,0,798,657
4701920,-1,-1,1352,1401
4701950,1,1,2215,1191
4701980,-1,-1,3020,3020
4702010,0,0,1437,1237
4702070,-1,-1,1531,1526
4702100,-1,0,5684,7375
4702130,0,1,6326,7978
4702160,-1,-1,2513,2133
4702190,-1,0,6174,7475
4702220,0,1,52319,58911
4702280,1,1,1094,858
4702310,1,1,5130,4289
4702340,-1,-1,6803,6936
4702370,0,1,2520,3718
4702400,-1,1,1737,2341
4702430,-1,-1,1964,1751
4702460,0,1,875,863
4702490,-1,-1,4246,3929
4702520,-1,0,4410,4845
4702550,-1,0,3143,3958
4702580,1,1,13599,12824
4702610,-1,0,1139,1390
4702640,-1,-1,4502,4141
4702670,0,0,4501,5460
4702700,-1,0,3784,5225
4702760,0,1,11703,12680
4702790,0,0,1408,1316
4702820,-1,0,5770,5800
4702880,-1,0,4014,4298
4702910,-1,-1,1645,1756
4702970,0,1,2157,2065
4703000,-1,-1,4766,5433
4703030,1,1,20410,33541
4703060,-1,-1,1005,866
4703090,-1,-1,3456,3086
4703150,0,1,5188,8465
4703180,1,1,70473,74727
4703210,-1,0,747,719
4703240,0,1,5057,4401
4703270,-1,0,4339,3432
4703300,-1,-1,1201,1311
4703330,-1,-1,2994,3146
4703360,1,1,1242,1703
4703390,-1,-1,1173,1109
4703420,-1,-1,839,719
4703450,-1,-1,2230,2414
4703480,-1,0,9073,11289
4703510,-1,0,3944,4409
4703540,-1,0,333,278
4703590,-1,0,6155,6715
4703600,0,1,9234,11448
4703660,-1,0,637,679
4703690,0,1,20902,44047
4703720,-1,-1,2973,2950
4703750,-1,-1,1682,2276
4703780,-1,0,10481,14568
4703870,-1,-1,2911,3129
4703900,-1,0,397,359
4703960,-1,-1,1717,2057
4703990,-1,-1,13570,9967
4704020,-1,0,21191,29357
4704050,-1,0,1170,1610
4704080,0,1,8464,11101
4704100,1,1,1351,1352
4704170,0,0,1151,1289
4704200,0,0,3437,3516
4704230,-1,0,2589,2366
4704260,1,1,1504,1689
4704290,-1,-1,2737,2983
4704320,-1,-1,787,742
4704350,-1,0,6341,6660
4704380,-1,-1,8389,8552
4704440,-1,-1,2672,2356
4704470,-1,0,5145,4301
4704490,0,0,1071,941
4704500,-1,-1,3690,4044
4704530,-1,0,14981,38171
4704550,-1,0,10806,17964
4800001,1,1,578,382
4800002,1,1,416,280
4800003,0,0,466,287
4800005,1,0,174,150
4800006,1,1,377,249
4800007,0,1,226,162
4800008,-1,1,2236,6008
4800009,-1,1,1345,2303
4800010,1,1,5163,19014
4800011,0,1,2522,3722
4800012,0,0,770,922
4807350,1,1,5884,13143
4807380,-1,0,276,284
4807410,1,1,916,793
4807440,1,1,19717,15897
4807470,0,1,942,1523
4807500,0,1,103,138
4807530,1,0,365,358
4807590,1,1,4018,4855
4807650,-1,0,640,879
4807680,0,0,564,518
4807710,1,1,43818,69333
4807780,-1,0,2051,5443
4807800,0,-1,5994,5121
4807830,1,1,34680,46078
4807890,0,1,6839,20939
4807950,1,1,1268,1130
4807980,1,1,660,643
4808090,1,1,10571,23580
4808100,0,0,436,722
4808130,1,1,29576,33128
4808160,1,0,196,161
4808190,1,1,1412,1307
4808230,1,0,494,857
4808280,1,1,3633,3932
4808310,1,1,6603,6748
4808340,0,1,785,3238
4808400,1,1,829,753
4808430,-1,-1,750,870
4808460,1,1,385,243
4808490,0,0,197,187
4808520,-1,0,173,279
4808550,1,1,3272,3394
4808580,1,1,2218,1769
4808610,-1,0,590,483
4808670,-1,0,548,2445
4808700,1,1,50293,61241
4808730,1,1,805,847
4808870,1,1,3436,3151
4808880,1,1,2022,1693
4808910,-1,1,815,2400
4808940,1,1,73191,80507
4809000,1,1,224,148
4809030,1,1,202,403
4809060,0,0,366,347
4809090,1,1,177,132
4809150,0,0,639,718
4809200,-1,1,5353,6270
4809280,0,0,492,314
4809300,1,1,1220,936
4809330,0,-1,241,162
4809360,0,1,1906,2251
4809390,0,1,973,954
4809410,1,0,888,948
4809450,0,1,2084,5262
4809540,1,1,529,374
4809570,1,1,5016,10429
4809630,1,1,4804,3726
4809670,1,1,20057,19047
4809690,0,0,486,674
4809720,1,0,4288,3364
4809750,-1,0,165,139
4809780,-1,0,732,776
4809810,0,1,1991,2239
4809860,1,1,6110,11116
4809870,-1,-1,504,542
4809980,0,1,101,100
4810140,0,1,727,721
4810170,0,1,386,529
4810200,1,1,4553,3917
4810230,0,1,19735,23709
4810260,1,0,1431,1386
4810320,1,1,816,1027
4810350,-1,1,436,666
4810380,0,1,221,182
4810440,-1,0,240,283
4810470,0,1,719,934
4810500,1,0,930,900
4810590,-1,1,434,759
4810620,-1,-1,68,104
4810650,0,0,288,396
4810710,0,1,3672,8300
4810740,-1,0,347,531
4810780,1,1,978,1129
4810800,0,1,1954,1869
4810830,1,1,425,397
4810860,0,0,192,254
4810890,1,1,3290,2791
4810910,0,1,349,681
4810950,1,-1,558,499
4810990,-1,0,1756,1691
4811010,-1,0,1072,1245
4811040,0,1,473,47
4811070,1,1,584,620
4811110,1,1,1452,1213
4811190,1,1,12516,12186
4811220,0,1,1982,1493
4811250,1,1,341,470
4811280,1,1,4751,4930
4811310,-1,0,2874,2953
4811340,0,1,1842,2088
4811400,-1,0,113,161
4811430,0,0,416,402
4811460,-1,0,482,1337
4811490,0,1,345,255
4811520,0,0,289,447
4811550,0,0,175,143
4811580,-1,-1,1979,1577
4811610,1,0,2496,1813
4811640,0,1,2277,2721
4811680,-1,-1,40111,46360
4811700,1,1,4177,3698
4811730,0,1,743,714
4811790,1,1,12845,15419
4811820,-1,0,225,263
4811850,1,1,155,137
4811910,1,0,133,230
4811990,0,1,834,950
4812060,-1,0,1117,2549
4812090,-1,0,1690,1459
4812120,0,1,3742,3315
4812150,1,1,449,286
4812180,-1,1,5803,11832
4812220,0,1,2384,3078
4812240,1,1,446,446
4812360,0,1,194,179
4812390,-1,0,766,1698
4812420,1,1,4721,4022
4812460,1,1,1840,1749
4812480,1,1,4314,3990
4812510,-1,0,903,1147
4812540,0,0,337,167
4812640,1,1,1330,1868
4812660,-1,0,336,334
4812700,0,1,820,997
4812750,-1,0,1646,2163
4812780,-1,-1,4191,5722
4812810,0,1,6595,9748
4812870,1,1,422,648
4812990,0,-1,2348,2213
4813020,-1,1,3533,8208
4813050,1,1,19714,24769
4813110,1,1,3334,2730
4813170,0,0,3122,3933
4813200,0,0,616,580
4813230,1,1,5279,7460
4813260,-1,0,442,510
4813290,0,1,770,2429
4813320,1,1,2294,2772
4813350,0,1,550,594
4813380,-1,-1,174,115
4813410,0,0,611,650
4813440,0,0,614,1158
4813500,-1,1,1413,1520
4813530,-1,0,2977,3911
4813590,1,0,5538,9373
4813620,0,0,138,190
4813650,1,1,3221,3652
4813680,0,1,434,1025
4813710,0,-1,506,498
4813740,0,1,160,119
4813770,1,0,226,194
4813800,-1,1,575,603
4813860,1,1,1291,1135
4813890,1,1,297,185
4813920,1,1,355,512
4813960,-1,1,1247,2687
4813980,0,1,323,403
4814010,0,1,321,470
4814070,0,0,956,875
4814130,1,1,780,1004
4814160,0,0,516,481
4814190,1,1,1335,520
4814250,-1,0,417,335
4814280,0,1,25305,41097
4814310,0,1,5687,6713
4814370,1,1,2921,4673
4814400,0,1,1156,995
4814430,0,-1,5603,11511
4814450,-1,0,1549,1463
4814490,0,1,971,925
4814520,1,1,1730,1510
4814550,1,1,1195,887
4814580,-1,0,407,525
4814600,-1,-1,465,475
4814640,1,1,1256,973
4814670,1,1,3715,3169
4814700,1,1,1689,1523
4814730,0,1,7992,22142
4814760,1,1,1239,1370
4814790,1,1,888,1133
4814820,1,1,1670,1606
4814850,0,1,889,2087
4814880,0,1,655,759
4814920,1,1,127,195
4814970,1,1,2500,2361
4815000,0,1,27528,59569
4815120,1,1,235,318
4815150,0,1,857,830
4815180,1,1,1651,5941
4815210,0,1,5685,12390
4815240,1,1,7527,8035
4815270,1,0,41902,37502
4815300,1,1,1210,918
4815330,1,1,4894,5794
4815360,1,1,177,91
4815400,0,-1,1330,1368
4815420,-1,1,96,166
4815480,-1,0,288,286
4815510,-1,1,1456,3718
4815540,1,0,1219,1116
4815570,0,1,132,136
4815600,0,-1,495,548
4815690,1,0,952,791
4815720,1,1,1941,1336
4815750,1,1,3694,5959
4815810,-1,0,443,343
4815840,-1,-1,546,542
4815870,1,1,383,227
4815910,0,1,6758,15215
4815930,-1,-1,2050,1936
4815960,1,1,1967,2045
4815990,0,0,787,425
4816020,-1,0,264,377
4816080,0,1,541,560
4816110,1,1,49364,114861
4816140,1,1,264,380
4816180,1,1,1900,1038
4816200,1,1,1482,1751
4816230,1,1,145019,156779
4816260,0,1,165,193
4816290,0,0,653,783
4816320,-1,1,35,123
4816350,1,1,181,170
4816380,0,1,483,468
4816410,0,1,3817,5388
4816440,1,1,761,708
4816500,0,1,1899,3135
4816530,0,1,11132,13174
4816570,1,1,1051,824
4816620,1,0,4539,11123
4816650,1,1,226,72
4816710,0,1,4665,4488
4816740,1,1,11789,28445
4816770,1,0,1864,1727
4816860,1,0,6530,9634
4816890,0,0,429,531
4816920,1,1,126,182
4816950,1,1,1772,1971
4816980,0,0,72,168
4817010,-1,-1,750,590
4817040,1,1,2006,1911
4817070,1,1,5769,10923
4817100,0,0,982,993
4817130,1,1,224,171
4817160,1,0,1526,1246
4817190,1,0,13,18
4817280,-1,0,227,383
4817390,-1,-1,9202,14910
4817400,-1,0,23,6
4817460,0,1,281,466
4817550,0,0,269,313
4817580,1,1,1390,1177
4817610,1,1,3915,4486
4817640,1,1,9936,12687
4817700,0,1,5177,19509
4817730,-1,-1,11682,14806
4817760,-1,1,6548,8107
4817790,-1,1,1159,1169
4817830,1,1,817,1009
4817850,1,1,6559,10140
4817880,0,1,1012,1475
4817960,0,1,1233,1111
4818000,1,0,28161,31347
4818030,-1,0,158,242
4818060,-1,-1,4413,5287
4818070,1,1,394,246
4818120,0,0,764,949
4818150,-1,-1,14547,10852
4818180,-1,-1,18244,34612
4818210,1,1,1730,1543
4818280,1,1,3573,3678
4818300,1,0,64861,59063
4818330,0,1,712,427
4818360,1,1,2473,4263
4818390,0,0,1093,1269
4818480,1,0,1057,911
4818540,1,1,4270,5857
4818600,-1,0,400,468
4818660,-1,-1,151,140
4818690,-1,0,550,411
4818720,-1,0,1247,1554
4818750,-1,-1,435,495
4818780,0,1,283,240
4818810,1,1,3269,5826
4818840,-1,-1,90,93
4818890,-1,-1,80,102
4818900,-1,-1,2654,2314
4818940,1,1,1653,1863
4819020,0,0,321,364
4819050,1,1,304,177
4819080,0,1,1021,1596
4819110,1,1,560,539
4819140,-1,0,235,240
4819170,1,1,1620,2580
4819280,1,1,537,560
4819320,0,1,738,1025
4819350,1,1,2802,3931
4819380,1,1,5377,5741
4819440,1,0,1201,791
4819500,-1,1,164,155
4819530,-1,0,150,161
4819560,0,1,1927,9705
4819620,0,1,693,757
4819650,1,1,43115,74011
4819700,1,1,72288,85764
4819740,0,1,900,1213
4819770,0,0,780,846
4819820,0,-1,1084,811
4819830,1,1,5200,9325
4819840,1,1,2741,3198
4819950,-1,1,4193,6087
4819980,1,0,1239,1141
4820010,1,1,2160,55921
4820040,0,1,384,453
4820070,-1,0,324,410
4820100,1,1,354,227
4820130,-1,-1,448,410
4820160,1,1,1069,1597
4820190,1,0,3023,2464
4820220,1,1,2822,2945
4820250,1,0,16992,22777
4820280,1,1,9926,5225
4820310,1,1,710,783
4820340,1,1,42433,56749
4820370,-1,1,177,200
4820400,1,1,670,704
4820460,-1,-1,264,498
4820500,0,1,2345,2815
4820520,0,1,145,174
4820550,1,1,1357,1050
4820600,0,1,5878,11316
4820610,0,1,158,254
4820640,1,1,1754,1929
4820700,0,1,2308,2418
4820760,0,1,2160,1814
4820790,1,1,419,308
4820850,0,1,1443,1759
4820960,0,1,826,1894
4820970,-1,0,123,120
4821000,0,1,597,560
4821030,1,1,1340,1337
4821060,1,1,2608,2891
4821090,1,1,301,227
4821150,1,1,17837,23726
4821180,-1,0,230,204
4821270,1,1,419,334
4821300,1,1,229,264
4821330,0,0,404,369
4821360,0,1,2643,2470
4821390,-1,1,5644,7022
4821420,1,1,17571,27489
4821450,0,1,1073,1063
4821480,1,1,170,143
4821540,0,0,896,1175
4821560,-1,0,30,44
4821590,1,1,374,430
4821600,0,1,700,1108
4821630,1,1,787,505
4821660,-1,1,11328,13330
4821720,1,1,5326,5285
4821750,0,1,1482,2519
4821780,1,1,4212,4539
4821810,1,1,1665,1886
4821840,-1,0,212,148
4821900,0,0,763,766
4821930,1,1,486,436
4821960,0,1,447,823
4821990,1,1,211,161
4822020,0,-1,84,112
4822050,1,1,753,622
4822120,0,1,1103,1123
4822140,-1,0,100,179
4822170,-1,1,3497,4974
4822230,-1,0,878,815
4822260,1,1,679,413
4822320,0,1,1962,1838
4822350,0,0,243,252
4822380,0,0,1156,1484
4822410,0,0,2358,2254
4822470,-1,-1,14732,14570
4822500,-1,0,550,782
4822530,0,-1,15894,18317
4822560,-1,0,829,1101
4822590,0,0,299,603
4822620,0,1,117,116
4822650,0,-1,507,233
4822680,-1,1,133,232
4822710,0,1,402,578
4822740,1,1,779,599
4822770,0,0,882,721
4822800,-1,0,749,745
4822830,1,1,1528,879
4822850,-1,0,137,116
4822890,0,1,948,916
4822920,1,1,1322,1633
4822970,1,1,3679,3417
4822980,-1,0,1047,931
4823010,1,0,4423,4077
4823040,1,1,181,245
4823070,0,1,562,584
4823100,-1,-1,2572,3230
4823140,-1,0,105,137
4823160,-1,0,339,150
4823190,0,0,207,226
4823250,-1,0,4918,7044
4823280,1,1,1661,2104
4823310,1,1,1343,1720
4823370,1,1,426,701
4823400,-1,0,881,959
4823430,1,1,1971,2046
4823460,0,1,653,603
4823490,0,1,1127,923
4823640,1,1,201949,193312
4823670,-1,0,921,1066
4823700,-1,1,60,84
4823730,1,1,515,389
4823760,0,0,191,208
4823790,0,1,1999,2828
4823820,-1,1,2149,3443
4823850,0,1,984,1261
4823880,1,0,816,467
4823910,0,1,21624,41154
4823970,0,1,121,167
4824000,-1,0,1548,1698
4824030,1,1,6915,6324
4824060,0,1,19168,22980
4824100,0,1,721,6943
4824120,1,1,869,1026
4824150,0,1,909,1212
4824180,1,1,1764,2193
4824210,0,1,1256,1097
4824240,0,0,433,464
4824260,-1,0,2091,1847
4824300,0,0,192,268
4824330,1,1,579,449
4824360,-1,1,122,140
4824420,1,1,25783,34455
4824450,1,1,571,585
4824480,1,1,535,681
4824530,0,1,1085,1007
4824590,1,1,4454,4946
4824600,1,1,486,1490
4824630,1,1,3547,2464
4824660,0,1,191,128
4824730,1,1,1677,1262
4824750,-1,-1,1346,1181
4824780,-1,0,881,1166
4824810,-1,0,647,691
4824840,0,1,574,690
4824900,-1,0,239,287
4824930,-1,1,3506,5265
4824960,1,1,1210,1568
4824990,1,1,14408,22908
4825020,1,1,789,633
4825110,1,1,398,138
4825140,1,1,1075,1070
4825170,0,1,23745,75161
4825200,1,1,2833,3812
4825230,1,1,696,1050
4825260,0,1,10971,34608
4825290,0,1,65,104
4825320,-1,1,1596,1542
4825410,-1,0,43,75
4825440,1,0,1142,792
4825470,1,0,414,257
4825500,0,1,2111,3140
4825530,1,1,671,609
4825560,1,0,1635,1404
4825590,1,1,4442,4948
4825620,1,1,3786,4090
4825660,1,1,27394,43241
4825680,1,0,5146,3396
4825710,0,0,1565,1537
4825740,1,1,28762,51618
4825790,0,1,245,259
4825800,1,1,219,446
4825870,1,1,437,313
4825890,-1,0,346,219
4825920,0,0,1337,1173
4825950,1,1,355,261
4825980,-1,1,874,2091
4826040,0,-1,2627,3508
4826070,1,-1,81,117
4826100,1,1,1969,1997
4826130,-1,-1,12770,29428
4826190,1,1,7416,7655
4826220,0,0,439,465
4826250,0,-1,475,482
4826280,1,1,2510,3116
4826310,0,1,1645,3281
4826340,-1,-1,762,596
4826370,1,1,936,1038
4826400,-1,1,595,1449
4826430,-1,1,2013,3963
4826470,0,1,2467,9825
4826490,1,1,1627,3507
4826580,1,1,13504,30741
4826610,1,0,2791,1985
4826640,0,1,2940,3370
4826670,1,0,3945,7634
4826700,1,1,292,187
4826790,-1,-1,23630,23692
4826850,-1,-1,290,445
4826910,-1,0,447,500
4826970,1,1,239,189
4827000,1,1,276,302
4827030,0,1,8043,38161
4827060,-1,0,98,109
4827090,-1,0,133,164
4827120,1,1,206,163
4827180,0,1,706,772
4827210,0,1,731,918
4827240,1,1,3763,3011
4827270,0,1,215,260
4827300,0,1,26360,53008
4827330,0,1,888,986
4827390,1,1,2741,2543
4827420,0,0,1095,3674
4827450,1,1,2452,2143
4827510,0,1,2388,4046
4827540,1,1,1181,708
4827570,-1,-1,496,490
4827600,1,1,202,271
4827630,-1,0,297,379
4827690,-1,0,3656,3355
4827720,0,1,1214,7370
4827750,1,1,1636,1394
4827780,0,1,3769,4023
4827810,-1,1,1388,1859
4827870,1,1,3860,5658
4827890,1,0,840,463
4827930,1,1,99,96
4827960,1,1,312,275
4827990,1,1,150,959
4828020,-1,0,621,1032
4828110,1,1,8078,8500
4828140,1,1,158,134
4828170,1,1,213,170
4828200,-1,0,1250,1692
4828230,1,0,484,277
4828290,0,-1,5586,10808
4828350,1,1,512,482
4828380,-1,0,531,4056
4828410,0,0,545,534
4828500,1,1,30389,28177
4828530,-1,1,181,108
4828550,1,1,7981,8143
4828590,1,1,1493,1445
4828620,-1,-1,1691,1569
4828650,1,0,1142,1595
4828680,-1,0,2653,3459
4828710,1,1,1902,2319
4828740,0,1,4329,12718
4828780,0,1,1120,1348
4828800,1,1,61,138
4828830,-1,0,88,149
4828890,1,1,1748,8809
4828920,0,1,9773,34206
4828980,1,1,125,70
4829010,0,1,2948,4238
4829040,0,0,469,357
4829100,1,1,1066,1443
4829130,1,1,1800,852
4829160,1,1,6304,5492
4829190,1,1,698,525
4829220,0,0,372,523
4829250,-1,0,271,385
4829280,1,1,704,707
4829370,0,1,96,173
4829400,0,-1,2169,1686
4829460,0,0,438,476
4829520,-1,0,247,298
4829580,0,0,618,1099
4829670,0,-1,21845,23648
4829700,1,1,761,542
4829760,1,1,106,345
4829820,1,1,1192,1461
4829850,1,1,6568,24755
4829880,-1,0,202,245
4829910,-1,-1,300,369
4829940,1,1,200,265
4830000,1,1,303,318
4830030,0,1,333,298
4830060,1,1,2272,4705
4830120,-1,1,299,2630
4830180,1,1,536,523
4830210,1,1,446,294
4830250,-1,-1,5083,5082
4830300,1,1,482,479
4830340,0,1,1437,1105
4830360,1,1,340,260
4830390,1,1,28819,40858
4830420,1,1,2246,1790
4830450,-1,0,152,110
4830480,-1,0,199,195
4830570,1,1,23074,24506
4830600,0,1,3179,8412
4830640,0,1,5544,7896
4830660,-1,-1,192,129
4830690,0,1,340,412
4830720,-1,0,426,727
4830750,1,1,462,455
4830780,1,1,230,258
4830810,-1,0,182,316
4830870,-1,0,600,974
4830930,0,1,1600,1625
4830950,0,1,3555,3234
4831040,-1,-1,11861,15834
4831170,1,1,2607,2311
4831200,0,0,79,146
4831230,-1,-1,453,1075
4831260,0,0,2486,8295
4831290,1,1,755,669
4831320,0,-1,99,119
4831380,1,1,155,125
4831410,-1,0,80,114
4831470,1,0,736,406
4831500,1,1,275,159
4831560,0,1,355,294
4831620,0,1,97,185
4831650,1,1,361,423
4831760,1,1,4202,5320
4831770,0,1,1396,1618
4831860,-1,-1,426,518
4831890,1,0,1508,1432
4831920,0,1,137,106
4831950,1,1,124,627
4831970,1,1,467,394
4832010,-1,0,125,177
4832090,1,1,6061,6293
4832130,1,0,992,1085
4832160,1,1,688,1812
4832190,1,1,2999,3016
4832220,-1,0,270,233
4832250,0,0,320,378
4832280,-1,1,5428,5253
4832310,1,1,2183,3180
4832340,0,1,1575,1345
4832370,1,1,5565,8558
4832400,0,1,5372,14630
4832430,1,1,648,800
4832460,0,0,798,1080
4832490,1,1,201,423
4832610,1,0,297,544
4832640,1,1,864,1024
4832700,-1,0,196,225
4832730,1,1,1604,1037
4832740,1,0,981,1064
4832790,0,1,789,796
4832880,1,1,103,156
4832910,0,1,463,569
4832940,1,1,43484,67262
4832970,-1,1,366,516
4833010,-1,0,2860,2701
4833030,-1,0,278,365
4833090,1,1,157,210
4833120,1,1,56117,105484
4833180,-1,1,4136,21857
4833240,1,1,360,283
4833270,0,1,105,108
4833340,1,1,312,186
4833360,1,0,1232,1007
4833390,1,1,438,293
4833420,0,1,147,158
4833570,1,1,70,76
4833630,0,1,896,708
4833660,1,0,781,609
4833690,-1,0,493,1027
4833720,1,1,1297,1927
4833780,-1,0,1510,1759
4833840,0,1,841,880
4833870,0,1,509,521
4833900,1,1,407,207
4833960,0,1,131,142
4833980,1,1,154,225
4834020,1,1,1745,1446
4834050,1,1,3829,3455
4834110,0,1,891,1187
4834140,-1,1,40,122
4834170,0,1,3973,3605
4834230,-1,0,720,705
4834260,-1,0,687,1173
4834290,1,1,3855,3595
4834320,1,0,39189,56135
4834380,1,1,110,103
4834410,1,0,134,317
4834440,1,1,8035,21479
4834470,0,-1,2390,2247
4834500,-1,0,643,1119
4834550,0,-1,3309,2486
4834560,0,1,135,225
4834630,-1,0,398,359
4834650,1,1,2000,2301
4834680,1,0,428,259
4834710,-1,0,462,525
4834770,1,1,447,411
4834800,1,1,1025,937
4834830,1,1,8934,24587
4834860,-1,-1,19994,31644
4834920,0,1,1040,1361
4834980,0,1,5088,4597
4835010,1,1,2085,2421
4835040,1,1,534,459
4835070,1,0,6239,5520
4835100,0,1,36426,54016
4835130,-1,1,1928,2127
4835190,1,1,3355,3477
4835250,0,-1,2341,2483
4835310,-1,1,465,1330
4835340,-1,0,282,553
4835370,-1,1,463,552
4835400,1,1,11970,8894
4835430,-1,1,5716,5020
4835490,1,1,1017,815
4835520,0,0,1547,1768
4835550,1,1,734,834
4835560,0,1,718,926
4835570,-1,0,416,1520
4835580,-1,0,1182,1409
4835700,1,1,174,200
4835730,-1,0,138,150
4835740,-1,0,996,1128
4835760,0,-1,961,511
4835800,-1,-1,1181,1344
4835820,0,1,89,107
4835850,0,1,1814,4160
4835890,1,1,95,128
4835910,-1,-1,1788,1851
4836000,0,1,689,9998
4836180,1,1,803,582
4836210,0,0,1303,1033
4836240,-1,1,2625,2627
4836300,0,0,1133,1116
4836360,-1,0,1328,1686
4836390,1,1,848,542
4836420,-1,-1,31,27
4836450,1,1,1083,1429
4836480,0,1,601,386
4836510,1,1,403,277
4836540,-1,-1,2928,1990
4836570,1,0,1152,851
4836630,-1,-1,319,504
4836660,0,1,3489,5749
4836750,-1,-1,1088,1112
4836780,1,1,823,740
4836930,1,0,635,710
4836960,0,1,303,927
4836970,1,1,1425,1268
4836990,1,0,123,157
4837020,1,1,33651,39188
4837080,0,0,182,112
4837110,0,1,509,617
4837140,-1,-1,7731,10795
4837150,0,0,1814,3848
4837170,-1,-1,1918,1969
4837200,-1,0,746,741
4837230,0,0,240,141
4837260,-1,1,1326,1289
4837320,1,1,606,401
4837380,1,1,362,283
4837410,0,1,1912,2299
4837440,-1,-1,4352,2748
4837470,1,1,326,294
4837500,0,0,200,189
4837590,1,1,1858,1540
4837650,0,1,5772,15749
4837710,0,1,858,866
4837740,-1,-1,5751,6513
4837800,1,1,1396,1064
4837830,1,1,334,376
4837860,1,1,433,593
4837900,1,1,1043,642
4838040,1,1,478,246
4838080,0,1,23942,47814
4838100,0,1,218,281
4838160,1,1,224,180
4838190,1,1,1403,2365
4838220,1,1,1481,5452
4838280,1,1,197,139
4838310,0,0,316,288
4838360,0,1,1831,2154
4838400,-1,0,828,880
4838430,1,0,475,503
4838460,0,1,1265,1457
4838490,-1,1,188,380
4838520,-1,0,363,270
4838580,0,1,723,1755
4838610,-1,1,227,248
4838640,-1,0,333,526
4838700,1,1,17372,15023
4838730,0,-1,60276,43342
4838760,1,1,1169,735
4838790,-1,-1,8324,10487
4838820,-1,-1,1668,1377
4838850,-1,-1,3011,3881
4838900,0,-1,10245,10371
4838910,-1,-1,346,244
4838970,1,1,6521,8086
4839000,0,0,288,274
4839030,1,1,806,742
4839060,1,1,26,19
4839120,1,1,216,235
4839150,-1,0,1324,742
4839180,-1,1,1703,2667
4839210,1,1,330,285
4839270,0,0,4241,4774
4839300,1,1,170,736
4839330,-1,-1,506,660
4839360,-1,-1,1133,1107
4839390,-1,0,360,476
4839450,-1,0,276,289
4839480,1,1,4668,15378
4839510,1,1,790,570
4839540,1,1,733,766
4839570,0,0,698,1014
4839600,1,0,768,570
4839630,1,1,2163,2845
4839690,1,1,7057,7275
4839750,1,1,2364,2797
4839780,0,1,806,595
4839870,1,1,1087,1672
4839900,1,1,444,412
4839930,0,-1,3912,10054
4839960,1,1,743,778
4839990,1,1,3893,8781
4840020,0,1,1564,2012
4840080,1,1,5777,7232
4840110,1,0,541,641
4840170,0,1,146,140
4840200,1,1,147,123
4840230,0,1,3622,2842
4840290,1,1,287,200
4840320,-1,-1,508,494
4840350,0,0,2253,2165
4840380,-1,1,55,81
4840410,1,1,691,843
4840440,1,1,1667,1249
4840470,-1,1,257,253
4840500,-1,0,311,410
4840550,1,1,1492,1759
4840590,1,1,365,434
4840620,1,1,536,480
4840650,1,1,3458,2833
4840680,-1,-1,10291,9608
4840710,0,-1,18821,45771
4840740,0,0,2221,4038
4840770,1,1,798,459
4840800,1,1,1077,834
4840890,1,1,181,161
4840920,0,-1,3318,5686
4840950,0,-1,8704,13721
4841010,1,1,751,855
4841070,-1,1,2459,3886
4841100,1,1,28442,33463
4841130,0,0,102,103
4841190,-1,1,1627,1935
4841220,1,1,19736,36669
4841250,1,1,540,378
4841280,-1,0,2821,3477
4841340,-1,-1,406,401
4841350,1,1,2117,3539
4841400,1,1,855,659
4841430,1,1,866,983
4841520,0,1,3365,3689
4841550,1,1,371,291
4841580,0,1,876,694
4841610,1,1,700,793
4841670,1,1,531,580
4841700,0,1,199,183
4841760,1,1,405,457
4841790,0,0,222,217
4841820,0,1,4020,4411
4841850,1,1,590,665
4841880,-1,1,355,1738
4841910,1,1,594,548
4841970,1,1,2286,2037
4842000,-1,0,76,154
4842030,1,1,2842,2196
4842060,0,0,1559,1122
4842090,1,1,756,589
4842120,0,0,716,682
4842210,-1,0,1573,1852
4842240,1,1,1210,1678
4842280,1,1,2706,3195
4842300,1,1,1170,1237
4842330,1,1,8613,8474
4842360,1,1,380,579
4842390,1,0,101,106
4842420,1,1,284,146
4842450,1,1,3792,4358
4842480,1,1,5502,7087
4842510,1,1,6049,8852
4842540,0,1,287,188
4842570,0,1,154,175
4842630,1,1,422,578
4842660,1,1,489,666
4842690,1,1,832,694
4842720,1,1,55,120
4842780,-1,1,251,155
4842810,1,1,989,873
4842840,1,1,684,628
4842870,0,0,149,528
4842900,-1,-1,392,791
4842930,-1,0,752,685
4842960,0,1,5717,14931
4842990,-1,-1,546,1133
4843110,-1,0,160,196
4843140,-1,0,373,529
